# stan_version_major = 2
# stan_version_minor = 23
# stan_version_patch = 0
# model = linear_regression_907_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = /Users/robin/stan-models/linear_regression-907/linear_regression-907.json
# init = 2 (Default)
# random
#   seed = 1728159211 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma
# Adaptation terminated
# Step size = 0.431736
# Diagonal elements of inverse mass matrix:
# 30.1401, 0.0357554, 0.00900752
-180.974,0.845157,0.431736,2,7,0,182.672,9.46543,-6.60012,20.6871
-179.902,1,0.431736,2,7,0,182.308,1.28748,-6.58064,23.0206
-180.43,0.991593,0.431736,4,15,0,180.842,11.5827,-6.78702,19.3793
-179.981,0.922816,0.431736,3,15,0,181.24,12.4304,-6.88034,24.2183
-179.914,0.915825,0.431736,3,7,0,181.855,7.73047,-6.63503,23.984
-181.003,0.973444,0.431736,3,7,0,181.707,-0.27505,-6.48198,25.7252
-181.556,0.951613,0.431736,4,15,0,182.518,0.747606,-6.36117,20.1783
-181.009,1,0.431736,1,1,0,181.566,0.974807,-6.40121,20.1937
-183.995,0.410792,0.431736,3,7,0,187.026,0.764115,-6.27833,28.377
-180.227,0.976983,0.431736,4,15,0,184.222,12.6748,-6.83174,24.6599
-181.405,0.907441,0.431736,3,7,0,182.461,-1.96364,-6.44019,19.5499
-179.311,0.992783,0.431736,3,7,0,181.709,8.45793,-6.70114,21.7234
-179.84,0.904187,0.431736,2,7,0,181.569,8.84382,-6.85369,20.7047
-179.467,1,0.431736,3,15,0,180.087,5.28805,-6.63853,23.295
-182.612,0.928372,0.431736,2,7,0,184.403,-8.09987,-6.18487,22.4526
-180.745,0.935066,0.431736,3,7,0,183.347,-1.53033,-6.51427,24.1567
-179.764,0.975102,0.431736,3,7,0,180.995,1.31453,-6.53755,21.4536
-179.254,1,0.431736,2,7,0,179.966,7.25074,-6.67697,21.855
-179.601,0.988584,0.431736,4,15,0,179.631,4.14732,-6.54906,21.4753
-180.264,0.881928,0.431736,2,7,0,182.401,7.14228,-6.83181,24.2081
-179.868,0.874354,0.431736,2,3,0,181.667,11.9671,-6.75662,22.2461
-179.358,0.998551,0.431736,4,15,0,180.032,5.56028,-6.63756,22.7878
-179.728,0.982793,0.431736,3,7,0,179.878,5.90774,-6.66679,19.8638
-179.464,0.885231,0.431736,2,5,0,180.589,6.20354,-6.75184,21.7722
-180.191,0.992145,0.431736,4,15,0,180.521,1.26567,-6.57256,24.2175
-181.682,0.914919,0.431736,3,7,0,182.461,8.88537,-6.64413,27.1886
-181.542,0.960619,0.431736,3,15,0,182.883,2.55362,-6.40004,20.0655
-179.821,0.994825,0.431736,3,7,0,181.639,3.78908,-6.6802,20.7166
-179.258,0.988717,0.431736,3,7,0,180.531,9.39457,-6.76361,21.7992
-181.84,0.574866,0.431736,2,7,0,183.715,9.7372,-6.55545,24.8479
-180.181,0.985159,0.431736,3,15,0,181.953,1.78329,-6.6337,23.7137
-180.467,0.997694,0.431736,3,7,0,180.609,2.90092,-6.44203,23.5274
-181.67,0.867181,0.431736,2,7,0,182.353,3.57999,-6.37278,22.4156
-182.909,0.962961,0.431736,2,7,0,184.114,3.02306,-6.76449,18.693
-181.577,0.995287,0.431736,3,7,0,183.64,5.05739,-6.41422,22.6856
-180.907,0.999262,0.431736,3,7,0,182.05,1.45825,-6.38145,23.8051
-181.325,0.970156,0.431736,3,7,0,183.213,-2.88057,-6.34711,25.0677
-179.699,0.998955,0.431736,3,7,0,181.515,5.05757,-6.63018,20.0566
-179.861,0.952454,0.431736,4,15,0,180.289,6.59516,-6.73493,19.7607
-179.767,0.858732,0.431736,3,7,0,181.384,4.62168,-6.59756,24.0274
-179.769,0.93336,0.431736,1,3,0,180.347,3.67736,-6.67196,23.3464
-179.8,0.997956,0.431736,4,15,0,180.01,8.7522,-6.8208,24.0083
-179.659,0.996512,0.431736,3,7,0,179.954,11.5278,-6.79241,23.2111
-180.173,0.930204,0.431736,2,3,0,180.182,9.17978,-6.90255,23.3981
-179.39,0.994852,0.431736,2,7,0,180.677,7.23599,-6.70937,23.2532
-179.644,0.98543,0.431736,3,15,0,181.056,9.70247,-6.81927,23.7655
-181.725,0.806239,0.431736,2,7,0,181.89,14.1986,-6.74011,25.3873
-179.789,0.984314,0.431736,2,7,0,182.504,10.0686,-6.89931,21.8763
-180.523,0.90354,0.431736,2,7,0,182.242,9.18061,-6.84589,25.518
-179.783,1,0.431736,3,7,0,180.816,9.32995,-6.72485,24.1196
-179.656,0.999624,0.431736,3,15,0,179.807,9.07696,-6.7521,20.0216
-181.046,0.783909,0.431736,3,15,0,182.628,1.81279,-6.36931,23.0709
-180.489,0.99342,0.431736,1,3,0,181.434,-1.17613,-6.40276,23.5506
-179.782,0.989484,0.431736,3,15,0,182.293,2.47294,-6.51069,23.0155
-179.852,1,0.431736,2,3,0,179.893,1.00711,-6.51461,22.9667
-180.916,0.978867,0.431736,3,7,0,182.653,17.9952,-7.06077,21.1687
-183.675,0.786745,0.431736,4,15,0,185.72,22.6707,-7.265,27.3489
-182.207,0.961155,0.431736,2,3,0,184.121,20.9162,-7.09692,25.7339
-179.971,0.830748,0.431736,4,15,0,184.214,13.4471,-6.97194,22.6512
-180.329,0.968308,0.431736,4,15,0,181.164,12.3088,-6.86901,19.4647
-179.539,0.972228,0.431736,2,7,0,181.299,10.6137,-6.8745,22.431
-180.782,0.903868,0.431736,3,11,0,181.511,2.51395,-6.42752,24.4229
-181.732,0.947662,0.431736,4,15,0,182.922,18.591,-6.97656,25.5937
-180.351,0.895213,0.431736,3,7,0,182.673,14.1045,-6.94941,24.543
-181.119,0.904524,0.431736,4,15,0,182.021,3.81945,-6.46287,19.7865
-180.696,0.971773,0.431736,2,3,0,181.56,-0.117028,-6.51313,19.8296
-180.912,0.813541,0.431736,3,7,0,183.205,2.50193,-6.39809,23.599
-180.216,0.957868,0.431736,2,7,0,181.567,3.42936,-6.72857,22.8176
-179.97,0.989691,0.431736,2,7,0,180.57,7.71185,-6.60183,21.1768
-179.761,0.998195,0.431736,3,11,0,180.233,6.80052,-6.80625,21.6252
-179.468,0.959012,0.431736,4,15,0,181.908,4.78159,-6.61754,23.1399
-179.406,0.738211,0.431736,2,3,0,181.538,3.70502,-6.61604,22.067
-179.818,0.927892,0.431736,3,11,0,180.183,9.93737,-6.898,21.6815
-180.283,0.965201,0.431736,2,5,0,180.931,11.2119,-6.95384,20.9126
-180.84,0.75654,0.431736,2,3,0,182.435,15.9798,-6.84506,22.6784
-181.801,0.620792,0.431736,2,7,0,184.86,10.6736,-7.05245,23.1952
-179.235,0.942713,0.431736,2,7,0,184.014,6.42673,-6.68203,22.2455
-179.905,0.912948,0.431736,3,15,0,180.67,11.9352,-6.76315,23.146
-180.643,0.970942,0.431736,3,15,0,180.971,3.63633,-6.72682,24.8199
-179.479,0.956612,0.431736,3,7,0,180.991,3.21005,-6.59757,21.4974
-179.78,0.943108,0.431736,4,15,0,179.998,2.52086,-6.63119,22.9448
-179.347,0.910002,0.431736,4,15,0,180.96,5.17125,-6.63186,22.6461
-181.001,0.673705,0.431736,2,5,0,182.976,-1.5432,-6.44893,25.2585
-181.876,0.892268,0.431736,2,3,0,182.276,-4.95046,-6.43603,24.8388
-179.729,0.952788,0.431736,3,7,0,182.451,4.90902,-6.64574,19.997
-179.997,0.924265,0.431736,2,7,0,181.96,14.6514,-6.92536,23.1695
-180.93,0.837576,0.431736,2,3,0,181.553,15.2648,-6.82182,24.0967
-180.808,0.985357,0.431736,3,15,0,182.306,9.64447,-6.78488,26.3591
-180.034,0.98733,0.431736,3,7,0,181.583,13.2803,-6.84181,23.8345
-180.586,0.960993,0.431736,3,7,0,181.432,9.80709,-6.69466,19.3426
-179.933,0.99221,0.431736,3,7,0,180.822,7.4732,-6.59532,22.9994
-180.185,0.920508,0.431736,3,11,0,181.363,10.0413,-6.93016,23.1062
-180.636,0.942094,0.431736,3,11,0,182.055,6.72315,-6.59284,25.5053
-182.33,0.963353,0.431736,3,7,0,183.791,-3.40356,-6.23798,20.8147
-180.068,1,0.431736,3,7,0,182.238,13.2829,-6.93444,23.9799
-179.819,0.982257,0.431736,3,7,0,180.829,13.8529,-6.88504,21.4474
-181.888,0.597783,0.431736,3,15,0,183.757,9.9084,-7.03598,22.592
-180.274,1,0.431736,1,3,0,181.769,12.951,-6.99903,22.9824
-180.03,0.962672,0.431736,3,11,0,181.63,2.89343,-6.68713,22.8607
-179.687,1,0.431736,1,1,0,179.986,3.78655,-6.67637,22.9698
-179.286,0.995927,0.431736,2,7,0,179.899,6.49147,-6.65416,21.4701
-179.575,0.987855,0.431736,2,7,0,180.173,12.0931,-6.89752,21.9871
-182.122,0.896994,0.431736,3,15,0,182.997,7.58335,-6.66575,17.6008
-181.395,1,0.431736,3,15,0,182.323,5.39786,-6.57192,26.9838
-179.526,0.999994,0.431736,3,7,0,181.883,8.88424,-6.81527,23.199
-181.829,0.745254,0.431736,2,3,0,182.009,12.7809,-6.65589,24.4876
-180.911,0.976139,0.431736,2,3,0,181.923,6.26145,-6.85303,24.5778
-180.798,0.947063,0.431736,2,5,0,182.481,9.12797,-6.62981,19.781
-181.476,0.618651,0.431736,3,11,0,186.797,-1.80477,-6.38848,19.5937
-181.373,0.865213,0.431736,2,3,0,182.391,-0.959406,-6.49071,19.2513
-180.117,0.991533,0.431736,3,7,0,182.273,-0.352182,-6.44155,22.1671
-179.662,0.968821,0.431736,4,15,0,180.901,12.6079,-6.84588,22.9033
-179.946,0.906787,0.431736,2,3,0,180.556,12.8131,-6.95147,23.1783
-180.993,0.969699,0.431736,3,15,0,181.361,13.4568,-6.99109,19.5579
-182.757,0.930946,0.431736,3,7,0,183.633,20.5909,-7.05556,19.7756
-182.265,0.871452,0.431736,3,7,0,184.426,11.8693,-7.08063,25.4924
-180.76,1,0.431736,2,3,0,182.194,13.9072,-6.94037,25.5535
-181.079,0.989705,0.431736,2,3,0,181.162,15.2953,-6.94696,25.8662
-181.429,0.965177,0.431736,3,7,0,182.453,16.9305,-7.04094,25.8982
-179.209,0.989752,0.431736,3,11,0,182.96,6.93219,-6.70381,21.7383
-179.357,0.966227,0.431736,2,7,0,179.691,7.61073,-6.66953,22.4844
-180.062,0.994935,0.431736,2,7,0,180.485,-0.391452,-6.49863,22.5169
-179.631,0.843017,0.431736,2,7,0,181.452,6.85677,-6.60707,21.3581
-180.134,0.995985,0.431736,4,15,0,180.409,10.3359,-6.72892,24.6026
-183.67,0.958182,0.431736,3,7,0,184.654,25.6755,-7.34161,24.4027
-183.551,0.934324,0.431736,3,7,0,184.384,21.793,-7.33722,25.3057
-179.268,0.997413,0.431736,3,7,0,183.845,7.15358,-6.69108,21.1739
-179.531,0.940965,0.431736,4,15,0,180.412,8.93328,-6.70942,23.3058
-180.867,0.583265,0.431736,3,7,0,184.896,14.3879,-6.88112,19.4354
-180.085,0.76154,0.431736,3,15,0,182.698,12.5976,-6.92337,24.1835
-179.684,0.925274,0.431736,3,15,0,181.145,11.1471,-6.79889,20.438
-181.655,0.69556,0.431736,3,7,0,182.828,12.5457,-7.06536,20.7892
-180.586,0.99832,0.431736,4,15,0,182.212,9.11159,-6.60679,20.9015
-180.586,0.82152,0.431736,1,1,0,181.356,9.11159,-6.60679,20.9015
-179.649,1,0.431736,2,7,0,180.735,7.02037,-6.60672,21.559
-180.228,0.947787,0.431736,3,15,0,181.288,5.18909,-6.50305,21.9654
-183.233,0.862152,0.431736,3,7,0,184.157,6.94681,-6.61845,29.6711
-179.985,1,0.431736,3,7,0,183.871,12.4734,-6.96395,22.6129
-183.526,0.942271,0.431736,3,7,0,184.006,16.9383,-7.13164,18.5384
-183.02,0.690477,0.431736,2,3,0,186.001,20.5139,-7.17189,19.5655
-181.996,0.958672,0.431736,3,7,0,183.499,18.2576,-7.14181,20.1511
-180.403,0.99364,0.431736,3,7,0,182.37,13.0058,-6.94725,24.763
-180.033,0.946604,0.431736,3,7,0,181.189,8.84644,-6.88477,23.1634
-180.226,0.998553,0.431736,3,7,0,180.543,11.5701,-6.9677,21.4824
-179.772,0.998974,0.431736,3,11,0,180.404,1.08727,-6.5224,22.4039
-180.866,0.839508,0.431736,2,3,0,181.183,4.1438,-6.43378,22.0042
-179.692,0.967615,0.431736,2,3,0,180.949,1.54661,-6.53715,21.8062
-179.399,0.982197,0.431736,3,11,0,180.043,11.2651,-6.82661,22.0386
-179.246,0.991923,0.431736,3,7,0,179.666,7.79443,-6.74887,22.3005
-180.056,0.820333,0.431736,2,7,0,180.995,8.34596,-6.60664,21.7751
-179.667,0.908908,0.431736,2,3,0,180.956,4.47482,-6.71202,21.5455
-179.243,0.997108,0.431736,3,11,0,179.798,8.4654,-6.72406,21.6566
-180.853,0.712736,0.431736,2,5,0,181.462,6.89514,-6.89329,23.0197
-179.889,1,0.431736,3,7,0,181.323,3.84373,-6.59871,24.3164
-179.711,0.943127,0.431736,3,7,0,181.168,6.14615,-6.68377,19.8776
-180.929,0.670574,0.431736,3,7,0,181.983,8.57218,-6.63262,19.2051
-180.021,0.738711,0.431736,2,3,0,182.594,4.26941,-6.60768,19.6079
-181.258,0.759997,0.431736,3,7,0,182.034,1.87689,-6.60223,18.7417
-183.441,0.616026,0.431736,2,3,0,185.39,0.114736,-6.44428,17.5025
-181.088,0.934463,0.431736,2,3,0,183.704,1.26696,-6.49173,18.9912
-181.002,0.997935,0.431736,1,1,0,181.155,1.70937,-6.49676,19.027
-180.802,0.964455,0.431736,3,7,0,181.95,5.22313,-6.72179,26.0614
-184.479,0.889901,0.431736,3,15,0,187.348,22.3639,-7.05013,28.8255
-182.537,1,0.431736,2,3,0,184.349,19.1877,-7.13113,27.0325
-181.33,1,0.431736,2,3,0,182.639,19.0102,-7.0997,24.5352
-179.985,0.926851,0.431736,3,7,0,182.361,11.9581,-6.85097,24.3851
-179.654,0.995612,0.431736,3,7,0,180.554,13.0244,-6.90947,22.0922
-181.271,0.764192,0.431736,3,7,0,182.523,7.74186,-6.56623,25.8241
-180.463,0.98433,0.431736,3,7,0,181.744,4.21112,-6.75397,20.577
-180.705,1,0.431736,2,3,0,181.226,5.22364,-6.52847,19.6712
-180.574,1,0.431736,3,15,0,181.463,-1.60633,-6.525,22.383
-180.338,0.989763,0.431736,2,7,0,181.583,8.97583,-6.64228,24.4743
-179.35,0.996657,0.431736,2,7,0,180.811,6.416,-6.7397,21.807
-180.743,0.945387,0.431736,3,7,0,181.266,15.5979,-7.02423,24.662
-179.259,0.914564,0.431736,3,15,0,182.762,6.95608,-6.67141,21.5564
-179.286,0.999282,0.431736,3,7,0,179.305,6.90047,-6.66498,22.3465
-179.561,0.933485,0.431736,2,7,0,182.438,8.10356,-6.79339,20.5831
-180.372,0.983116,0.431736,2,3,0,180.579,7.18014,-6.67708,18.957
-180.279,0.991498,0.431736,3,11,0,181.015,9.17397,-6.82358,19.2865
-179.877,0.993789,0.431736,3,7,0,181.315,10.9587,-6.78728,24.2241
-181.327,0.929593,0.431736,3,7,0,181.718,1.53988,-6.38439,20.2998
-181.999,0.913291,0.431736,3,7,0,182.376,-2.7468,-6.55567,20.6477
-180.35,1,0.431736,2,3,0,181.688,-0.0337104,-6.54074,20.6456
-181.007,0.851465,0.431736,3,11,0,182.946,6.97088,-6.60399,26.2579
-180.342,0.993853,0.431736,3,7,0,181.586,-0.370621,-6.55207,23.3588
-180.538,0.900381,0.431736,2,3,0,181.658,-1.78554,-6.50658,22.5423
-180.033,0.998073,0.431736,4,15,0,180.58,0.699638,-6.45098,21.778
-182.656,0.737214,0.431736,3,11,0,184.637,12.7159,-7.04574,27.6415
-180.454,0.924884,0.431736,3,15,0,184.762,0.336508,-6.57731,24.192
-181.23,0.888536,0.431736,2,7,0,183.784,-2.4532,-6.54866,22.1874
-180.482,0.872921,0.431736,2,3,0,183.2,3.40574,-6.44758,21.4943
-181.079,0.832882,0.431736,4,15,0,182.14,0.439261,-6.66218,21.2914
-180.37,0.993981,0.431736,2,5,0,181.434,1.52138,-6.66496,22.111
-182.413,0.868837,0.431736,2,3,0,182.446,5.99609,-6.41373,21.4028
-180.609,0.993967,0.431736,3,7,0,183.565,5.78297,-6.49009,22.4888
-181.357,0.729106,0.431736,2,3,0,184.212,-2.47927,-6.55836,23.4262
-182.495,0.933283,0.431736,2,3,0,182.687,-3.57541,-6.58904,23.8988
-180.784,0.989306,0.431736,2,7,0,182.75,-0.0576955,-6.59935,24.3391
-181.491,0.917611,0.431736,2,7,0,181.765,-0.309694,-6.66331,24.0385
-184.971,1,0.431736,3,7,0,185.886,-14.0073,-6.12015,25.2342
-181.005,0.99028,0.431736,3,7,0,185.965,-3.51798,-6.42446,21.4399
-179.611,1,0.431736,4,15,0,180.923,11.4215,-6.88694,22.8701
-179.906,0.998333,0.431736,3,7,0,180.121,13.7426,-6.9579,21.5154
-181.178,0.820511,0.431736,2,7,0,182.349,13.4376,-7.08109,22.6236
-180.291,0.86048,0.431736,4,15,0,182.895,13.7314,-6.96773,20.3719
-179.92,1,0.431736,3,7,0,180.446,14.0079,-6.91713,20.9871
-179.447,0.889539,0.431736,3,15,0,180.926,7.56279,-6.76986,23.0692
-179.413,0.932457,0.431736,2,7,0,182.225,8.08611,-6.68532,20.9861
-179.553,0.89281,0.431736,3,11,0,180.659,11.9286,-6.80809,21.7908
-179.51,0.99822,0.431736,4,15,0,179.919,4.22409,-6.667,21.1858
-179.948,0.992633,0.431736,2,3,0,180.07,6.07501,-6.6274,19.6858
-179.632,1,0.431736,3,11,0,180.539,12.6889,-6.89393,22.6507
-179.277,0.99505,0.431736,3,7,0,179.889,8.47604,-6.72425,21.2768
-179.714,0.793983,0.431736,2,7,0,180.894,11.1006,-6.89922,22.9888
-179.751,0.979316,0.431736,3,15,0,180.102,4.23025,-6.69405,20.8149
-179.45,1,0.431736,4,15,0,179.813,6.36491,-6.66098,23.3446
-179.951,0.980244,0.431736,2,7,0,180.559,10.249,-6.78193,24.6063
-182.807,0.847064,0.431736,3,11,0,183.905,19.225,-7.26797,24.6823
-184.542,0.957207,0.431736,3,7,0,185.839,26.9417,-7.40076,22.7443
-185.218,0.961596,0.431736,4,15,0,186.344,27.8532,-7.34203,21.3504
-180.944,0.721924,0.431736,3,11,0,188.056,12.5444,-7.04464,21.9554
-180.911,0.97002,0.431736,2,3,0,181.526,15.824,-6.83493,23.2959
-181.237,0.914377,0.431736,3,11,0,182.913,8.32746,-6.60756,19.1433
-180.69,0.991143,0.431736,3,15,0,183.157,14.223,-6.99178,19.9413
-179.85,0.938926,0.431736,3,15,0,181.774,10.7818,-6.80303,24.2813
-180.974,0.859537,0.431736,2,7,0,181.555,9.90828,-6.98649,22.9411
-185.287,0.798968,0.431736,3,7,0,187.072,25.083,-7.01373,22.8872
-185.603,0.908966,0.431736,4,15,0,189.875,-10.3563,-6.34432,28.8797
-182.894,0.988378,0.431736,3,11,0,188.968,14.3332,-6.70868,26.9738
-182.177,0.977384,0.431736,3,11,0,183.855,14.4968,-7.15942,23.708
-181.663,0.983505,0.431736,2,3,0,182.57,20.8152,-7.06032,22.5433
-180.385,0.968016,0.431736,3,7,0,183.498,12.8299,-6.79907,20.0341
-180.145,0.986805,0.431736,2,3,0,180.665,9.49857,-6.91351,21.4355
-180.104,0.996467,0.431736,2,7,0,180.742,9.97186,-6.67331,20.8252
-180.466,0.62775,0.431736,3,11,0,186.624,1.3196,-6.66517,22.2495
-182.483,0.962857,0.431736,2,7,0,183.249,3.9144,-6.41211,19.3735
-180.885,1,0.431736,2,7,0,183.523,1.14431,-6.69141,22.4604
-179.498,0.989881,0.431736,2,7,0,182.414,6.18083,-6.74304,22.8837
-179.956,0.992827,0.431736,3,15,0,180.383,7.00998,-6.65039,19.6665
-180.157,0.959745,0.431736,3,15,0,180.31,6.35636,-6.75971,24.8
-179.534,0.992009,0.431736,2,3,0,180.231,6.90282,-6.72845,23.6442
-180.247,0.922903,0.431736,2,7,0,182.161,12.4999,-6.98993,22.892
-179.595,0.751014,0.431736,3,7,0,182.277,11.888,-6.83945,20.9122
-179.379,0.993712,0.431736,3,11,0,179.88,4.2148,-6.59512,21.8689
-179.984,0.90071,0.431736,2,7,0,180.184,1.84645,-6.63511,22.721
-180.49,0.998658,0.431736,2,7,0,181.228,1.59341,-6.48668,24.9588
-180.845,0.945091,0.431736,3,7,0,181.919,3.39018,-6.59909,18.7194
-179.784,0.980819,0.431736,3,7,0,181.722,9.70222,-6.82422,20.0045
-181.084,0.9101,0.431736,3,15,0,182.771,15.7593,-6.96462,25.7293
-180.103,0.987916,0.431736,3,15,0,182.635,7.03829,-6.71595,19.2296
-180.485,0.767392,0.431736,3,7,0,182.524,12.4298,-6.77832,19.8789
-182.516,0.958789,0.431736,2,3,0,183.274,15.8169,-7.05748,18.5817
-181.305,0.756008,0.431736,4,15,0,184.001,-2.71993,-6.3192,20.9277
-181.521,0.803053,0.431736,2,3,0,182.985,-5.19287,-6.38653,21.7926
-181.409,0.790439,0.431736,2,3,0,183.392,-4.7444,-6.42837,22.8869
-180.425,0.96766,0.431736,4,15,0,182.407,4.80842,-6.78624,21.1185
-180.133,1,0.431736,4,15,0,182.347,3.7436,-6.50979,24.0211
-179.902,0.984964,0.431736,3,15,0,180.521,0.928623,-6.56493,21.5584
-179.82,0.979484,0.431736,4,15,0,180.758,10.7705,-6.72992,23.3084
-181.108,0.828146,0.431736,2,7,0,182.956,12.906,-6.70073,21.4699
-180.902,0.998209,0.431736,2,7,0,183.928,1.87898,-6.68678,24.7456
-180.339,0.9938,0.431736,4,15,0,181.207,9.89992,-6.94397,22.1121
-181.566,0.728563,0.431736,2,3,0,184.097,16.8267,-6.83487,21.7914
-181.432,1,0.431736,2,3,0,181.854,9.36628,-6.99801,23.2085
-180.157,0.906003,0.431736,3,9,0,183.038,14.3145,-6.94119,20.5158
-180.507,0.899145,0.431736,3,7,0,180.97,11.8791,-6.95101,19.991
-180.475,1,0.431736,4,15,0,180.775,1.09996,-6.41243,23.5728
-180.614,0.955004,0.431736,2,3,0,181.121,-2.1533,-6.47865,23.2937
-180.729,0.978193,0.431736,3,15,0,181.917,4.51256,-6.51136,19.6502
-182.527,0.576814,0.431736,1,1,0,182.642,5.18372,-6.44644,19.2731
-182.269,1,0.431736,3,15,0,183.307,4.72152,-6.43879,26.8195
-180.623,0.990728,0.431736,3,7,0,182.531,3.8155,-6.77656,22.707
-179.32,0.969712,0.431736,2,7,0,181.731,4.74724,-6.62225,21.6714
-180.033,0.859803,0.431736,2,7,0,180.783,2.23435,-6.66069,22.6666
-180.478,0.898131,0.431736,3,7,0,181.488,-1.7265,-6.47317,23.3867
-181.749,0.766164,0.431736,2,3,0,181.972,3.4928,-6.36693,23.6039
-181.311,0.862202,0.431736,2,3,0,183.504,-0.686172,-6.64313,22.5506
-181.77,0.973765,0.431736,2,7,0,184.642,5.45545,-6.56205,27.4841
-180.153,0.999421,0.431736,2,3,0,181.8,5.07698,-6.68696,24.9976
-181.316,0.95592,0.431736,3,11,0,183.2,14.2042,-6.84684,26.3107
-182.061,0.943232,0.431736,3,15,0,183.563,19.7478,-6.98439,20.83
-182.292,0.951877,0.431736,3,7,0,183.114,13.9099,-7.12946,20.9654
-180.149,0.973438,0.431736,3,15,0,182.956,12.3426,-6.77881,20.4604
-179.757,0.966259,0.431736,3,7,0,180.991,10.52,-6.71975,21.1752
-179.294,0.965662,0.431736,2,7,0,180.139,7.28736,-6.75149,21.4532
-179.407,0.994465,0.431736,3,15,0,179.542,3.83668,-6.62001,21.5504
-179.867,0.942323,0.431736,3,15,0,180.224,11.1731,-6.92699,21.5339
-181.599,0.87443,0.431736,3,7,0,181.756,19.2659,-6.95118,22.8494
-180.366,0.988992,0.431736,3,15,0,183.259,0.373232,-6.59191,21.0998
-179.592,0.999389,0.431736,4,15,0,180.42,4.19621,-6.64884,23.4036
-179.401,0.895644,0.431736,3,7,0,180.342,7.75089,-6.69055,23.0937
-179.67,0.975439,0.431736,2,7,0,181.443,4.93566,-6.56204,22.9987
-180.68,0.873963,0.431736,3,7,0,181.218,-0.303363,-6.54073,24.7617
-180.67,0.960646,0.431736,2,7,0,181.687,-0.497209,-6.5879,23.5302
-179.918,0.996659,0.431736,3,15,0,180.796,2.72451,-6.48103,21.9203
-179.918,0.627976,0.431736,1,3,0,181.653,2.72451,-6.48103,21.9203
-179.842,0.997672,0.431736,3,7,0,180.058,0.783904,-6.49606,21.8944
-181.869,0.706344,0.431736,2,3,0,182.827,-3.50505,-6.51966,21.0446
-180.942,1,0.431736,3,11,0,182.766,12.9564,-7.0559,22.6328
-180.779,0.983887,0.431736,4,15,0,182.37,-2.76285,-6.36849,21.6074
-180.628,0.926763,0.431736,1,3,0,181.308,-0.11504,-6.37295,21.8965
-180.253,0.956539,0.431736,3,15,0,181.422,1.11186,-6.58292,24.1835
-180.037,0.992282,0.431736,2,7,0,182.625,10.3923,-6.77605,24.7497
-180.838,0.964904,0.431736,2,7,0,182.2,15.5234,-7.04062,20.3891
-180.608,0.995461,0.431736,3,7,0,181.749,15.7558,-7.00129,24.493
-179.767,0.997333,0.431736,2,7,0,180.906,13.7071,-6.9228,22.5336
-179.546,0.95569,0.431736,2,3,0,180.065,11.8223,-6.88967,21.8283
-181.011,0.683704,0.431736,2,3,0,182.107,8.15231,-6.94117,22.5637
-179.864,0.998211,0.431736,4,15,0,180.984,11.0528,-6.91611,23.1516
-179.943,0.983573,0.431736,3,15,0,180.299,11.076,-6.87055,24.2763
-181.06,0.987944,0.431736,3,7,0,181.377,19.0555,-7.06941,23.5758
-180.518,0.947534,0.431736,2,7,0,182.976,14.4535,-7.00908,24.264
-179.936,0.977197,0.431736,3,7,0,180.728,14.4691,-6.89975,22.8253
-180.481,0.947084,0.431736,2,7,0,181.657,5.65188,-6.72972,25.5308
-181.596,0.771381,0.431736,2,7,0,184.076,7.14772,-6.50565,25.4183
-181.422,0.964518,0.431736,2,3,0,182.204,0.42743,-6.67669,24.6498
-182.025,0.931168,0.431736,3,7,0,182.817,13.3241,-6.65507,23.5253
-181.042,0.924002,0.431736,2,7,0,184.138,10.2901,-6.66103,25.5733
-180.381,0.971481,0.431736,2,3,0,181.643,6.92483,-6.61717,25.2196
-182.596,0.896238,0.431736,3,7,0,183.395,-8.09026,-6.31904,22.3501
-182.67,0.849987,0.431736,2,3,0,184.092,-7.81795,-6.22715,21.3405
-182.404,1,0.431736,2,3,0,182.673,-7.07324,-6.23533,21.3434
-182.773,0.661179,0.431736,3,7,0,185.491,-8.15707,-6.17224,24.7511
-181.048,0.989101,0.431736,3,15,0,184.25,15.6183,-7.03674,19.9614
-180.353,0.946477,0.431736,3,7,0,182.492,12.3674,-6.85246,25.1404
-179.791,0.97323,0.431736,4,15,0,181.469,9.21479,-6.84018,20.3172
-180.36,0.757224,0.431736,2,3,0,181.393,10.477,-6.67186,20.8003
-179.631,0.946568,0.431736,2,3,0,180.853,8.63487,-6.79731,20.2628
-179.772,0.953869,0.431736,2,7,0,182.404,5.2358,-6.6066,24.0676
